"23","2024-10-18","drop","alert","drop-packet","block-ip","block-url","331306","208091","58471","12560","3714"
"24","2024-10-19","drop","alert","drop-packet","block-ip","block-url","283976","181974","52408","12706","3046"
"25","2024-10-20","drop","alert","drop-packet","block-ip","block-url","284974","199259","52308","12993","4056"
"26","2024-10-21","drop","alert","drop-packet","block-ip","block-url","397903","239715","43257","9172","4229"
"27","2024-10-22","drop","alert","drop-packet","block-ip","block-url","258383","215426","33723","13180","4258"
"28","2024-10-23","alert","drop","block-url","drop-packet","block-ip","250414","249581","56659","34986","18448"
"29","2024-10-24","drop","alert","drop-packet","block-ip","block-url","226189","218479","31963","19515","4464"
"30","2024-10-25","drop","alert","drop-packet","block-ip","block-url","238718","224406","31868","17823","4510"
"31","2024-10-26","drop","alert","drop-packet","block-ip","block-url","257647","208692","31274","11275","3548"
"32","2024-10-27","drop","alert","drop-packet","block-ip","block-url","223071","192156","32383","11155","1664"
"33","2024-10-28","drop","alert","drop-packet","block-ip","block-url","242907","241634","29152","10918","4268"
"34","2024-10-29","drop","alert","drop-packet","block-ip","block-url","247698","245262","29968","11084","5060"
"35","2024-10-30","drop","alert","drop-packet","block-ip","block-url","200410","179817","25988","8059","3280"
"36","2024-10-31","drop","alert","drop-packet","block-ip","block-url","254649","191419","35140","10546","4661"
"37","2024-11-01","drop","alert","drop-packet","block-ip","block-url","298189","209938","35678","10622","6148"
"38","2024-11-02","drop","alert","drop-packet","block-ip","block-url","188588","171589","28730","10351","3440"
"39","2024-11-03","alert","drop","drop-packet","block-ip","block-url","177400","151839","23714","10034","1477"
"40","2024-11-04","drop","alert","drop-packet","block-ip","block-url","324035","233061","34538","11079","3645"
"41","2024-11-05","drop","alert","drop-packet","block-ip","block-url","273331","235725","36229","11218","2796"
"42","2024-11-06","drop","alert","drop-packet","block-ip","allow","347863","243106","35635","11076","2442"
"43","2024-11-07","drop","alert","drop-packet","block-ip","allow","262778","237646","33902","11401","2395"
"44","2024-11-08","drop","alert","drop-packet","block-ip","reset-both","283596","247697","35731","10806","2573"
"45","2024-11-09","drop","alert","drop-packet","block-ip","allow","284808","199781","31205","10995","2023"
"46","2024-11-10","drop","alert","drop-packet","block-ip","block-url","286512","194544","35660","10990","3036"
"47","2024-11-11","drop","alert","drop-packet","block-ip","reset-both","341987","223708","40022","11570","1998"
"48","2024-11-12","drop","alert","drop-packet","block-ip","block-url","286550","224148","36665","11595","2869"
"49","2024-11-13","drop","alert","drop-packet","block-ip","block-url","307465","225773","39385","11335","2774"
"50","2024-11-14","drop","alert","drop-packet","block-ip","block-url","308664","233794","39803","11299","3077"
"51","2024-11-15","block-url","drop","alert","drop-packet","block-ip","444442","319589","222705","40079","11322"
"52","2024-11-16","block-url","drop","alert","drop-packet","block-ip","604412","239294","197096","32265","11185"
"1","2024-09-26",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"2","2024-09-27",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"3","2024-09-28",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"4","2024-09-29",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"5","2024-09-30",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"6","2024-10-01",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"7","2024-10-02",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"8","2024-10-03",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"9","2024-10-04",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"10","2024-10-05",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"11","2024-10-06",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"12","2024-10-07",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"13","2024-10-08",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"14","2024-10-09",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"15","2024-10-10",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"16","2024-10-11",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"17","2024-10-12",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"18","2024-10-13",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"19","2024-10-14",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"20","2024-10-15",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"21","2024-10-16",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"22","2024-10-17",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"23","2024-10-18",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"24","2024-10-19",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"25","2024-10-20",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"26","2024-10-21",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"27","2024-10-22",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"28","2024-10-23",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"29","2024-10-24",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"30","2024-10-25",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"31","2024-10-26",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"32","2024-10-27",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"33","2024-10-28",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"34","2024-10-29",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"35","2024-10-30",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"36","2024-10-31",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"37","2024-11-01",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"38","2024-11-02",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"39","2024-11-03",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"40","2024-11-04",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"41","2024-11-05",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"42","2024-11-06",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"43","2024-11-07",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"44","2024-11-08",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"45","2024-11-09",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"46","2024-11-10",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"47","2024-11-11",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"48","2024-11-12",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"49","2024-11-13",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"50","2024-11-14",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"51","2024-11-15",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"52","2024-11-16",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"1","2024-09-26",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"2","2024-09-27",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"3","2024-09-28",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"4","2024-09-29",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"5","2024-09-30",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"6","2024-10-01",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"7","2024-10-02",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"8","2024-10-03",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"9","2024-10-04",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"10","2024-10-05",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"11","2024-10-06",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"12","2024-10-07",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"13","2024-10-08",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"14","2024-10-09",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"15","2024-10-10",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"16","2024-10-11",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"17","2024-10-12",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"18","2024-10-13",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"19","2024-10-14",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"20","2024-10-15",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"21","2024-10-16",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"22","2024-10-17",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"23","2024-10-18",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"24","2024-10-19",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"25","2024-10-20",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"26","2024-10-21",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"27","2024-10-22",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"28","2024-10-23",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"29","2024-10-24",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"30","2024-10-25",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"31","2024-10-26",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"32","2024-10-27",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"33","2024-10-28",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"34","2024-10-29",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"35","2024-10-30",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"36","2024-10-31",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"37","2024-11-01",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"38","2024-11-02",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"39","2024-11-03",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"40","2024-11-04",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"41","2024-11-05",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"42","2024-11-06",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"43","2024-11-07",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"44","2024-11-08",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"45","2024-11-09",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"46","2024-11-10",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"47","2024-11-11",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"48","2024-11-12",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"49","2024-11-13",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"50","2024-11-14",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"51","2024-11-15",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"52","2024-11-16",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0"
"1","2024-09-26","Taiwan","United States","China","United Kingdom","Korea Republic Of","203027","107439","16614","13475","11163"
"2","2024-09-27","Taiwan","United States","United Kingdom","China","Korea Republic Of","318876","214743","27618","25378","10864"
"3","2024-09-28","Taiwan","United States","United Kingdom","China","Canada","311922","198288","26072","22805","7052"
"4","2024-09-29","Taiwan","United States","China","United Kingdom","Korea Republic Of","364253","188414","27990","27667","7815"
"5","2024-09-30","Taiwan","United States","China","United Kingdom","Korea Republic Of","378517","251965","31498","25517","16384"
"6","2024-10-01","Taiwan","United States","United Kingdom","China","Korea Republic Of","354374","196453","26576","24270","14807"
"7","2024-10-02","Taiwan","United States","United Kingdom","China","Korea Republic Of","319947","179294","27266","24146","14780"
"8","2024-10-03","Taiwan","United States","United Kingdom","China","Korea Republic Of","300441","182682","33238","25893","14840"
"9","2024-10-04","Taiwan","United States","United Kingdom","China","Canada","43533","31735","6024","3793","1189"
"10","2024-10-05","Taiwan","United States","United Kingdom","China","Korea Republic Of","107583","65853","14720","10280","3556"
"11","2024-10-06","Taiwan","United States","United Kingdom","China","Canada","302463","157036","32115","23854","8156"
"12","2024-10-07","Taiwan","United States","United Kingdom","China","Korea Republic Of","437490","167395","27838","21941","13148"
"13","2024-10-08","Taiwan","United States","United Kingdom","China","Korea Republic Of","339118","175103","27032","21993","11901"
"14","2024-10-09","Taiwan","United States","United Kingdom","China","Korea Republic Of","300178","153280","22225","20422","10849"
"15","2024-10-10","Taiwan","United States","United Kingdom","China","Korea Republic Of","124605","78554","12065","11455","4872"
"16","2024-10-11","Taiwan","United States","United Kingdom","China","Canada","342951","170035","28557","23974","7477"
"17","2024-10-12","Taiwan","United States","United Kingdom","China","Canada","282952","142819","27470","20529","6781"
"18","2024-10-13","Taiwan","United States","United Kingdom","China","Canada","277603","142061","21823","20217","7291"
"19","2024-10-14","Taiwan","United States","China","United Kingdom","Korea Republic Of","362884","156094","24947","23149","11890"
"20","2024-10-15","Taiwan","United States","China","United Kingdom","Korea Republic Of","325650","156603","25297","22254","10658"
"21","2024-10-16","Taiwan","United States","United Kingdom","China","Korea Republic Of","311637","170851","24490","23753","8756"
"22","2024-10-17","Taiwan","United States","China","United Kingdom","Korea Republic Of","311523","157075","33801","26368","10629"
"23","2024-10-18","Taiwan","United States","China","United Kingdom","Korea Republic Of","328034","168836","48349","27643","15116"
"24","2024-10-19","Taiwan","United States","China","United Kingdom","Canada","286982","158229","31471","26093","7373"
"25","2024-10-20","Taiwan","United States","United Kingdom","China","Germany","296997","164199","27100","26492","7626"
"26","2024-10-21","Taiwan","United States","China","United Kingdom","Korea Republic Of","445213","143993","44977","18582","10638"
"27","2024-10-22","Taiwan","United States","China","Korea Republic Of","Canada","319094","115984","49791","12023","7129"
"28","2024-10-23","Taiwan","United States","Singapore","China","Korea Republic Of","338797","139015","54895","39609","12370"
"29","2024-10-24","Taiwan","United States","China","Korea Republic Of","Canada","292218","121405","43762","12772","7863"
"30","2024-10-25","Taiwan","United States","China","Korea Republic Of","Canada","294871","131446","51624","9390","8147"
"31","2024-10-26","Taiwan","United States","China","Canada","Korea Republic Of","303210","130124","43988","8384","5292"
"32","2024-10-27","Taiwan","United States","China","Korea Republic Of","Canada","262332","126875","33088","10108","7640"
"33","2024-10-28","Taiwan","United States","China","Korea Republic Of","Canada","315128","130053","42723","12199","7911"
"34","2024-10-29","Taiwan","United States","China","Korea Republic Of","Canada","324771","119681","56807","10773","6876"
"35","2024-10-30","Taiwan","United States","China","Korea Republic Of","Canada","240454","105869","32745","12086","5497"
"36","2024-10-31","Taiwan","United States","China","Korea Republic Of","Canada","284213","146526","23889","10935","6910"
"37","2024-11-01","Taiwan","United States","China","Korea Republic Of","Canada","363903","138368","21393","10448","6806"
"38","2024-11-02","Taiwan","United States","China","Canada","Korea Republic Of","255699","103150","17841","6501","4411"
"39","2024-11-03","Taiwan","United States","China","Korea Republic Of","Germany","234549","80558","30697","5922","3608"
"40","2024-11-04","Taiwan","United States","China","Korea Republic Of","Canada","414286","124359","36472","10681","6801"
"41","2024-11-05","Taiwan","United States","China","Korea Republic Of","Canada","348009","118824","52965","11644","6217"
"42","2024-11-06","Taiwan","United States","China","Korea Republic Of","Canada","408719","142726","49484","11175","6877"
"43","2024-11-07","Taiwan","United States","China","Korea Republic Of","Canada","317604","159530","34793","10905","6874"
"44","2024-11-08","Taiwan","United States","China","Canada","Korea Republic Of","354186","138610","57857","7008","6902"
"45","2024-11-09","Taiwan","United States","China","Canada","Germany","347648","118933","38737","6785","4417"
"46","2024-11-10","Taiwan","United States","China","Korea Republic Of","Canada","326059","148514","27669","6865","6840"
"47","2024-11-11","Taiwan","United States","China","Korea Republic Of","Canada","381736","166968","32531","13063","6774"
"48","2024-11-12","Taiwan","United States","China","Korea Republic Of","Canada","335495","162221","26283","12993","6888"
"49","2024-11-13","Taiwan","United States","China","Korea Republic Of","Canada","349191","170316","25695","11098","7208"
"50","2024-11-14","Taiwan","United States","China","Korea Republic Of","Canada","336543","185473","26863","16126","6855"
"51","2024-11-15","Taiwan","United States","China","Korea Republic Of","Canada","776710","170828","47259","11117","6816"
"52","2024-11-16","Taiwan","United States","China","Canada","Korea Republic Of","886811","131515","35358","6826","4549"
"1","2024-09-26","140.134.4.1","140.134.4.161","168.95.1.1","8.8.8.8","140.134.4.139","119296","13117","11957","11955","8752"
"2","2024-09-27","140.134.4.1","8.8.8.8","168.95.1.1","140.134.4.161","140.134.4.139","207405","21750","21144","19622","9755"
"3","2024-09-28","140.134.4.1","8.8.8.8","168.95.1.1","140.134.4.161","192.48.79.30","207585","20456","20443","13827","9220"
"4","2024-09-29","140.134.4.1","168.95.1.1","8.8.8.8","140.134.4.161","192.54.112.30","200554","20923","20198","15084","8221"
"5","2024-09-30","140.134.4.1","8.8.8.8","140.134.4.161","168.95.1.1","150.171.64.1","203333","21693","20721","20477","12964"
"6","2024-10-01","140.134.4.1","8.8.8.8","140.134.4.161","168.95.1.1","140.134.4.139","203881","22753","21353","20744","13653"
"7","2024-10-02","140.134.4.1","8.8.8.8","168.95.1.1","140.134.4.161","192.42.93.30","194010","21824","21364","16889","9343"
"8","2024-10-03","140.134.4.1","168.95.1.1","8.8.8.8","140.134.4.161","192.48.79.30","209499","22591","21732","15749","9863"
"9","2024-10-04","140.134.4.1","168.95.1.1","8.8.8.8","140.134.4.161","192.55.83.30","30394","3889","3325","2111","1715"
"10","2024-10-05","140.134.4.1","8.8.8.8","168.95.1.1","140.134.4.161","87.236.176.146","73081","9046","8637","6576","3233"
"11","2024-10-06","140.134.4.1","8.8.8.8","168.95.1.1","140.134.4.161","192.48.79.30","171085","22132","21367","14801","7568"
"12","2024-10-07","140.134.4.1","8.8.8.8","140.134.4.161","168.95.1.1","140.134.4.139","191858","22189","21155","19729","12313"
"13","2024-10-08","140.134.4.1","140.134.4.161","8.8.8.8","168.95.1.1","140.134.4.139","208999","21281","15278","11667","11234"
"14","2024-10-09","140.134.4.1","140.134.4.161","140.134.4.139","8.8.8.8","192.52.178.30","177002","17795","10870","10281","7606"
"15","2024-10-10","140.134.4.1","140.134.4.161","8.8.8.8","192.55.83.30","192.12.94.30","93791","7112","5389","3910","3864"
"16","2024-10-11","140.134.4.1","140.134.4.161","8.8.8.8","140.134.4.139","34.111.50.114","208107","18945","12565","10143","8557"
"17","2024-10-12","140.134.4.1","140.134.4.161","8.8.8.8","34.111.50.114","212.18.248.42","190221","15404","9790","8556","6804"
"18","2024-10-13","140.134.4.1","140.134.4.161","8.8.8.8","34.111.50.114","140.134.7.1","176480","15917","9846","8556","8161"
"19","2024-10-14","140.134.4.1","140.134.4.161","140.134.4.139","8.8.8.8","34.111.50.114","189310","22100","12371","11147","8540"
"20","2024-10-15","140.134.4.1","140.134.4.161","8.8.8.8","140.134.4.139","140.134.7.1","192553","20519","12072","10951","8696"
"21","2024-10-16","140.134.4.1","140.134.4.161","140.134.4.139","8.8.8.8","34.111.50.114","209102","20419","12557","10371","8546"
"22","2024-10-17","140.134.4.1","140.134.4.161","140.134.4.139","8.8.8.8","34.111.50.114","207999","20598","11577","10463","8551"
"23","2024-10-18","140.134.4.1","140.134.4.161","168.95.1.1","140.134.4.139","8.8.8.8","216788","19358","14152","10236","9829"
"24","2024-10-19","140.134.4.1","140.134.4.161","168.95.1.1","8.8.8.8","34.111.50.114","197471","15669","12493","8875","8545"
"25","2024-10-20","140.134.4.1","140.134.4.161","168.95.1.1","192.5.6.30","34.111.50.114","206857","15166","11153","8712","8540"
"26","2024-10-21","140.134.4.1","140.134.4.161","36.155.197.218","140.134.4.139","168.95.1.1","207245","21018","13386","12121","9102"
"27","2024-10-22","140.134.4.1","140.134.4.161","140.134.4.139","8.147.139.251","8.139.189.120","196306","20166","11528","8773","8740"
"28","2024-10-23","140.134.4.1","18.143.155.63","140.134.4.161","140.134.4.139","8.8.8.8","229047","52132","21538","10889","10727"
"29","2024-10-24","140.134.4.1","140.134.4.161","140.134.4.139","168.95.1.1","34.111.50.114","189161","20217","12116","8593","8537"
"30","2024-10-25","140.134.4.1","140.134.4.161","36.155.197.218","140.134.4.139","168.95.1.1","196771","20190","16950","9744","9352"
"31","2024-10-26","140.134.4.1","36.155.197.218","140.134.4.161","168.95.1.1","34.111.50.114","178408","23910","16281","8972","8520"
"32","2024-10-27","140.134.4.1","140.134.4.161","168.95.1.1","36.155.197.218","8.8.8.8","187409","14197","11323","10777","8687"
"33","2024-10-28","140.134.4.1","36.155.197.218","140.134.4.161","140.134.4.139","168.95.1.1","195572","20514","20493","12312","9450"
"34","2024-10-29","140.134.4.1","36.155.197.218","140.134.4.161","140.134.4.139","168.95.1.1","199078","23229","21518","12426","8482"
"35","2024-10-30","140.134.4.1","140.134.4.161","140.134.4.139","168.95.1.1","36.155.197.218","163763","16546","10285","9154","6079"
"36","2024-10-31","140.134.4.1","140.134.4.161","168.95.1.1","8.8.8.8","192.43.172.30","203430","17055","13298","8362","6122"
"37","2024-11-01","140.134.4.1","140.134.4.161","140.134.4.139","8.8.8.8","192.43.172.30","211980","21128","10428","7272","5839"
"38","2024-11-02","140.134.4.1","140.134.4.161","192.43.172.30","192.55.83.30","192.12.94.30","181833","15032","4781","4504","4423"
"39","2024-11-03","140.134.4.1","140.134.4.161","8.139.189.120","47.121.98.251","8.147.139.251","164548","15257","4462","4452","4450"
"40","2024-11-04","140.134.4.1","140.134.4.161","140.134.4.139","8.8.8.8","168.95.1.1","220852","19854","11485","8680","5980"
"41","2024-11-05","140.134.4.1","140.134.4.161","140.134.4.139","8.8.8.8","168.95.1.1","226074","20689","11793","10726","8548"
"42","2024-11-06","140.134.4.1","140.134.4.161","36.155.197.218","140.134.4.139","8.8.8.8","224212","20843","11280","10806","9230"
"43","2024-11-07","140.134.4.1","140.134.4.161","8.8.8.8","36.155.197.218","140.134.4.139","222889","19707","11551","11370","10873"
"44","2024-11-08","140.134.4.1","36.155.197.218","140.134.4.161","8.8.8.8","140.134.4.139","225978","23052","20493","10554","9952"
"45","2024-11-09","140.134.4.1","140.134.4.161","8.8.8.8","168.95.1.1","8.139.189.120","204758","15632","9881","5042","4864"
"46","2024-11-10","140.134.4.1","140.134.4.161","8.8.8.8","192.42.93.30","192.26.92.30","208097","16516","10050","6880","6780"
"47","2024-11-11","140.134.4.1","140.134.4.161","140.134.4.139","8.8.8.8","168.95.1.1","221890","20828","11279","10518","9645"
"48","2024-11-12","140.134.4.1","140.134.4.161","140.134.4.139","8.8.8.8","192.48.79.30","212961","21776","12463","10664","7364"
"49","2024-11-13","140.134.4.1","140.134.4.161","140.134.4.139","8.8.8.8","168.95.1.1","230287","20502","12148","10581","8497"
"50","2024-11-14","140.134.4.1","140.134.4.161","140.134.4.139","8.8.8.8","168.95.1.1","234967","19890","11107","10236","8993"
"51","2024-11-15","140.134.135.12","140.134.4.1","140.134.4.161","168.95.1.1","140.134.4.139","441742","228525","20081","10979","9941"
"52","2024-11-16","140.134.135.12","140.134.4.1","140.134.4.161","168.95.1.1","8.8.8.8","599322","213329","14893","9007","6426"
"1","2024-09-26","53","443","389","445","80","314268","10630","9416","7819","6296"
"2","2024-09-27","53","389","443","80","445","545790","13717","13038","11282","10337"
"3","2024-09-28","53","111","80","443","389","501050","28111","11018","10562","8373"
"4","2024-09-29","53","111","80","443","389","502584","80481","10242","8695","8558"
"5","2024-09-30","53","111","443","389","80","609555","31229","18339","14138","12466"
"6","2024-10-01","53","111","443","389","80","521857","29874","18934","14425","12261"
"7","2024-10-02","53","111","80","389","443","497964","34497","10854","9658","9198"
"8","2024-10-03","53","80","443","389","17185","516192","10841","9196","8662","6988"
"9","2024-10-04","53","80","443","631","17185","80193","1885","1326","1216","1069"
"10","2024-10-05","53","443","80","389","631","182833","4893","4772","3640","3233"
"11","2024-10-06","53","111","80","443","389","429595","54047","11047","10263","8265"
"12","2024-10-07","53","111","443","389","445","524158","82572","20384","14237","11284"
"13","2024-10-08","53","111","443","389","445","484688","27341","20981","13744","11770"
"14","2024-10-09","53","443","389","445","80","449238","19464","13055","10210","9205"
"15","2024-10-10","53","443","80","389","17185","211398","7136","4862","4313","3219"
"16","2024-10-11","53","111","443","389","80","470892","50275","18692","13169","10635"
"17","2024-10-12","53","111","443","80","389","406587","27747","15416","10577","9058"
"18","2024-10-13","53","111","443","80","389","390963","31709","15749","11990","8842"
"19","2024-10-14","53","111","443","389","445","474569","32115","21890","15575","11531"
"20","2024-10-15","53","111","443","389","445","437059","27147","18945","15071","11522"
"21","2024-10-16","53","443","389","445","80","476037","20908","14797","11908","10869"
"22","2024-10-17","53","443","389","80","445","465902","24144","13671","12278","11750"
"23","2024-10-18","53","443","389","80","445","520677","22155","12944","12396","10582"
"24","2024-10-19","53","443","80","389","17185","456321","19844","12481","8821","7104"
"25","2024-10-20","53","443","80","389","17185","469765","22273","14128","8410","7023"
"26","2024-10-21","53","111","443","80","389","503361","83605","35621","16487","13852"
"27","2024-10-22","53","111","443","80","389","404299","26795","23147","14021","13835"
"28","2024-10-23","53","80","443","389","445","450189","66391","23142","13451","12197"
"29","2024-10-24","53","443","389","80","445","390240","26080","13953","13912","12086"
"30","2024-10-25","53","443","389","80","445","400753","37754","13826","12187","10864"
"31","2024-10-26","53","111","443","80","389","361709","53724","41471","12692","9115"
